student_id,age,gender,branch,degree,semester,cgpa,backlogs,attendance_percentage,programming_score,dsa_score,sql_score,web_dev_score,ml_score,cloud_score,aptitude_score,coding_test_score,communication_score,leadership_score,teamwork_score,interview_score,number_of_projects,project_quality_score,number_of_certifications,internship_experience,internship_count,hackathons_attended,github_contributions,resume_score,placement_status
STU2132,20,Male,Electronics,B.Tech,8,6.06,1,74.8,54.4,54.8,55.5,53.2,37.7,41.5,80.0,54.5,69.1,48.0,84.4,62.9,1,30.3,1,0,0,0,116,55.8,1
STU2133,21,Male,Electronics,B.Tech,8,7.93,0,88.3,64.1,59.4,61.5,56.4,44.6,48.1,64.8,62.2,61.5,77.6,70.9,65.4,2,47.5,1,1,2,0,137,62.6,1
STU2134,22,Female,Information Technology,B.Tech,8,6.32,1,92.1,51.8,52.7,46.7,57.1,41.8,40.0,79.2,48.1,57.9,63.3,69.1,63.7,1,63.5,0,1,1,4,258,53.6,0
STU2135,20,Female,Computer Science,B.Tech,8,6.15,0,76.7,31.6,48.5,35.1,58.6,11.4,45.3,53.9,36.4,58.6,70.0,69.9,49.0,2,52.2,1,0,0,3,6,57.7,0
STU2136,22,Female,Electronics,B.Tech,8,5.61,0,91.9,45.8,48.2,54.8,75.8,57.6,32.6,65.7,43.3,61.8,60.6,59.5,59.0,1,20.0,0,0,0,0,33,53.7,0
STU2137,21,Female,Computer Science,B.Tech,8,6.67,0,89.3,70.7,57.0,78.4,60.1,71.8,50.2,67.0,55.7,56.5,73.2,76.5,67.6,2,28.5,1,0,0,1,62,61.3,1
STU2138,21,Female,Electronics,B.Tech,8,7.11,0,98.0,56.6,60.2,62.9,77.4,73.3,28.0,85.2,60.1,53.7,70.6,70.6,65.6,2,57.3,2,0,0,2,36,71.8,1
STU2139,21,Female,Information Technology,B.Tech,8,7.47,0,77.5,59.9,39.1,41.7,85.1,39.3,48.8,70.9,54.0,57.5,51.1,63.7,56.5,3,89.9,3,1,1,0,42,93.5,1
STU2140,22,Male,Computer Science,B.Tech,8,8.25,0,69.8,62.3,70.8,72.0,74.8,32.5,32.0,92.4,70.5,73.9,51.9,65.3,80.5,2,47.2,2,0,0,0,19,81.2,1
STU2141,21,Male,Computer Science,B.Tech,8,7.78,4,77.2,65.8,56.4,57.0,70.0,55.4,55.3,49.1,59.8,70.6,64.6,58.5,62.6,4,76.6,2,0,0,0,221,91.0,0
STU2142,22,Female,Computer Science,B.Tech,8,6.99,0,84.0,63.2,77.6,69.1,66.9,69.9,41.1,69.8,66.3,76.7,74.2,67.5,72.9,1,39.3,1,1,1,0,186,65.9,1
STU2143,21,Female,Electrical,B.Tech,8,6.98,0,82.6,58.6,56.6,58.0,75.0,57.8,56.6,70.5,61.3,69.2,91.1,69.4,67.9,3,57.0,3,0,0,2,10,82.0,1
STU2144,21,Male,Mechanical,B.Tech,8,7.76,1,78.3,53.8,52.7,56.6,63.3,60.2,69.3,76.7,56.4,54.3,69.2,67.2,54.2,3,39.6,3,0,0,0,19,82.1,1
STU2145,22,Male,Electronics,B.Tech,8,8.6,0,63.9,67.3,62.7,74.2,76.8,75.6,77.4,56.6,66.1,75.9,79.1,72.6,61.4,5,98.0,3,1,1,1,39,98.0,1
STU2146,22,Female,Computer Science,B.Tech,8,7.34,1,86.5,67.0,61.6,68.9,71.2,41.7,11.6,91.6,73.0,57.9,42.4,71.1,65.1,2,43.9,0,1,1,0,68,68.0,1
STU2147,22,Male,Information Technology,B.Tech,8,6.68,0,98.0,57.6,41.4,60.4,56.6,51.0,38.7,68.2,49.4,77.8,93.2,74.5,66.8,2,60.5,2,0,0,2,150,63.8,1
STU2148,22,Male,Electronics,B.Tech,8,6.11,3,86.4,55.5,46.4,49.3,75.4,84.4,47.2,52.8,49.7,56.0,73.5,82.4,53.1,1,27.4,2,0,0,2,6,49.2,0
STU2149,22,Male,Electrical,B.Tech,8,5.61,0,87.8,42.6,33.8,37.0,63.4,51.5,59.4,67.8,36.2,61.8,64.3,78.5,54.4,1,36.2,1,0,0,1,79,43.7,0
STU2150,22,Male,Computer Science,B.Tech,8,7.93,0,87.4,70.9,72.0,86.0,60.4,32.2,25.6,63.6,63.6,65.7,62.7,82.5,71.1,2,58.5,4,1,1,3,16,95.8,1
STU2151,22,Male,Computer Science,B.Tech,8,7.84,0,85.8,60.6,55.1,68.9,54.9,43.0,36.3,98.0,61.2,78.1,49.5,62.7,79.4,3,75.7,1,1,1,0,405,87.0,1
STU2152,22,Male,Electronics,B.Tech,8,7.84,0,90.9,63.5,48.0,59.0,64.5,38.1,54.1,82.7,55.2,72.1,53.5,66.4,66.3,1,37.3,0,1,3,2,179,75.7,1
STU2153,22,Male,Information Technology,B.Tech,8,7.06,0,85.8,62.7,52.7,69.8,76.9,61.4,53.4,68.7,60.2,70.2,91.7,79.2,58.3,1,36.8,1,1,1,1,233,76.4,0
STU2154,22,Female,Computer Science,B.Tech,8,8.75,0,79.0,76.7,77.9,89.4,75.3,38.9,58.0,66.4,86.5,92.6,51.2,79.4,75.4,1,41.2,1,1,1,0,9,77.1,1
STU2155,22,Male,Computer Science,B.Tech,8,6.67,0,74.4,54.2,52.2,64.0,67.3,59.9,59.1,81.3,51.2,48.0,50.9,64.5,50.4,1,39.6,3,1,2,0,52,76.7,1
STU2156,21,Female,Information Technology,B.Tech,8,8.25,0,79.6,82.0,82.3,74.4,71.0,41.8,57.4,82.0,70.5,57.5,55.2,78.7,73.1,4,67.1,1,1,2,0,24,84.2,1
STU2157,22,Female,Mechanical,B.Tech,8,7.16,1,85.0,63.5,67.6,68.9,81.1,16.8,55.1,30.0,68.0,57.0,48.2,61.6,46.9,4,67.3,1,1,3,2,121,82.0,0
STU2158,22,Male,Civil,B.Tech,8,6.53,1,79.0,50.8,55.4,59.8,59.8,60.5,52.9,77.0,53.9,48.8,65.2,77.3,56.3,2,28.9,2,1,1,2,25,78.7,1
STU2159,20,Female,Information Technology,B.Tech,8,7.85,0,85.0,63.2,61.2,82.1,45.3,57.7,62.6,68.4,58.5,61.4,80.2,71.7,62.7,1,42.7,0,1,1,1,115,73.0,1
STU2160,22,Male,Information Technology,B.Tech,8,7.65,0,86.2,75.3,61.2,74.9,81.5,64.3,16.2,49.6,70.2,78.3,56.5,56.8,70.8,4,76.0,2,1,1,0,136,98.0,1
STU2161,20,Female,Computer Science,B.Tech,8,7.59,1,89.9,65.9,55.4,60.4,54.1,42.9,76.7,80.3,64.6,62.9,45.8,67.2,71.4,0,28.2,2,1,1,3,51,78.2,1
STU2162,21,Male,Information Technology,B.Tech,8,7.29,0,94.2,44.6,55.0,65.5,51.6,41.0,16.7,98.0,45.1,66.0,69.1,96.0,72.0,2,54.0,1,1,1,0,167,90.6,1
STU2163,22,Female,Information Technology,B.Tech,8,7.16,2,82.7,72.4,77.3,69.4,35.1,62.2,34.7,75.8,73.3,49.3,64.2,74.2,73.2,4,70.0,4,1,2,1,92,91.9,1
STU2164,21,Female,Electronics,B.Tech,8,9.83,2,69.6,82.6,67.7,82.7,70.6,82.3,48.4,83.4,82.5,60.4,79.0,97.3,57.4,2,48.8,1,1,1,2,30,86.5,1
STU2165,22,Male,Information Technology,B.Tech,8,8.5,0,78.7,61.5,59.7,58.5,37.7,55.2,62.8,93.3,57.0,64.5,58.6,56.1,83.0,0,20.0,2,0,0,0,58,54.9,1
STU2166,22,Male,Computer Science,B.Tech,8,8.0,1,82.4,63.3,54.3,64.9,50.7,62.6,10.0,56.4,59.1,77.7,61.4,80.3,68.4,1,28.9,3,1,1,1,246,94.2,1
STU2167,21,Female,Computer Science,B.Tech,8,7.32,0,64.6,73.4,74.9,79.8,70.8,49.2,51.6,42.0,61.0,49.9,62.9,44.1,55.6,4,89.2,2,1,2,0,121,88.3,1
STU2168,20,Female,Computer Science,B.Tech,8,8.31,0,95.2,72.1,70.6,80.1,72.8,27.2,64.7,77.2,63.9,64.5,66.2,72.0,64.8,0,45.1,1,1,1,0,60,81.5,1
STU2169,21,Male,Computer Science,B.Tech,8,7.77,0,83.4,77.5,68.4,65.7,52.2,72.4,67.9,64.5,73.7,83.0,59.5,78.9,70.4,2,61.2,0,0,0,1,262,72.7,1
STU2170,22,Female,Computer Science,B.Tech,8,7.23,0,85.6,51.4,39.0,51.3,60.0,71.4,40.8,48.8,51.3,64.7,57.2,81.2,55.9,3,64.7,2,0,0,0,83,75.2,0
STU2171,24,Male,Civil,B.Tech,8,6.87,1,95.0,52.2,68.6,75.8,48.9,67.8,47.2,66.9,53.6,44.6,39.1,63.2,62.3,3,77.6,4,1,3,0,450,95.8,1
STU2172,22,Female,Information Technology,B.Tech,8,7.11,0,76.0,59.1,61.9,54.1,53.8,51.7,42.1,78.2,60.9,85.4,57.1,83.4,80.2,2,67.1,1,1,2,0,17,77.7,1
STU2173,21,Male,Information Technology,B.Tech,8,4.5,0,87.5,39.5,29.3,35.1,66.0,65.7,45.7,65.9,32.5,78.8,75.0,66.1,55.7,1,21.1,1,0,0,0,60,44.5,0
STU2174,22,Female,Mechanical,B.Tech,8,7.43,0,81.0,62.5,37.5,57.9,54.5,71.1,35.5,57.0,54.8,80.4,76.9,70.2,54.9,2,62.2,1,0,0,0,23,60.2,1
STU2175,21,Male,Civil,B.Tech,8,6.66,0,80.3,58.0,49.1,54.7,58.3,84.2,37.8,64.9,47.5,49.1,58.4,67.2,55.0,1,42.7,2,1,1,2,47,73.5,0
STU2176,22,Male,Information Technology,B.Tech,8,8.95,2,74.7,70.2,69.0,68.6,40.0,72.8,59.0,67.7,71.8,88.1,83.2,59.5,80.9,1,46.9,0,1,1,0,15,90.4,1
STU2177,20,Male,Electrical,B.Tech,8,7.22,0,97.8,61.5,71.3,59.1,79.0,56.1,54.1,41.0,63.1,60.7,64.6,89.3,58.0,3,73.1,3,1,1,2,29,82.5,1
STU2178,22,Male,Computer Science,B.Tech,8,5.89,0,78.4,56.7,57.7,46.9,69.7,31.5,59.9,66.0,58.3,63.9,46.3,72.5,71.6,1,32.7,3,1,1,1,18,77.2,1
STU2179,21,Male,Computer Science,B.Tech,8,7.15,0,88.6,44.0,33.8,43.4,73.9,57.8,55.4,49.2,39.2,61.6,41.9,84.0,49.7,0,40.3,1,0,0,0,23,58.3,0
STU2180,23,Male,Information Technology,B.Tech,8,6.05,0,64.2,62.9,49.1,75.4,81.4,59.6,63.3,77.2,54.7,81.4,82.1,83.5,70.4,2,53.4,0,0,0,2,14,51.9,1
STU2181,21,Female,Electronics,B.Tech,8,7.72,0,93.2,72.3,68.7,77.8,49.6,67.8,66.1,46.1,72.9,67.8,59.8,61.4,65.6,2,45.7,2,1,1,0,159,87.2,1
STU2182,22,Male,Electronics,B.Tech,8,7.52,0,92.0,56.9,56.7,53.9,56.6,79.4,24.1,82.2,57.0,75.8,48.0,85.4,79.3,3,70.1,0,0,0,0,28,53.0,1
STU2183,23,Male,Computer Science,B.Tech,8,8.25,0,82.9,64.6,52.4,69.9,33.6,53.3,38.3,62.3,57.8,70.9,33.4,77.5,54.7,3,74.7,1,1,1,0,61,97.6,1
STU2184,20,Male,Computer Science,B.Tech,8,6.33,0,79.8,45.6,49.1,59.6,98.0,92.8,48.3,60.4,45.6,68.9,59.5,60.6,53.7,3,65.9,0,1,1,0,2,84.4,1
STU2185,23,Male,Electronics,B.Tech,8,7.24,1,85.8,60.6,56.8,74.8,59.8,23.3,51.6,72.1,59.1,58.6,70.7,76.9,60.2,2,53.9,1,0,0,4,11,62.2,0
STU2186,22,Male,Computer Science,B.Tech,8,5.7,0,98.0,47.2,37.5,49.2,77.6,62.5,41.3,55.9,43.5,91.7,55.2,60.7,83.7,3,65.9,1,0,0,0,258,54.8,1
STU2187,20,Male,Information Technology,B.Tech,8,7.97,0,65.2,70.0,71.0,82.0,43.4,40.6,66.6,71.9,65.6,52.4,50.3,89.7,62.3,1,28.4,2,1,1,2,142,86.2,1
STU2188,21,Male,Electronics,B.Tech,8,7.77,0,89.4,87.8,83.6,66.8,76.9,20.7,83.7,57.8,84.0,74.9,57.3,81.0,71.6,2,41.8,2,1,2,1,176,74.9,1
STU2189,22,Male,Electronics,B.Tech,8,7.75,1,73.3,63.1,65.7,56.4,89.9,51.4,55.0,60.2,59.1,74.5,82.4,71.2,71.3,2,36.0,4,1,1,0,51,84.0,1
STU2190,20,Female,Electrical,B.Tech,8,7.2,1,81.8,52.6,49.5,51.8,61.1,28.8,53.3,73.7,50.9,83.9,45.5,85.9,76.4,0,35.2,1,0,0,3,9,52.4,0
STU2191,21,Female,Mechanical,B.Tech,8,7.66,2,79.6,71.8,66.2,77.4,46.8,52.1,65.6,52.1,66.0,86.7,56.0,54.6,71.2,1,32.8,0,1,2,4,9,82.8,1
STU2192,21,Male,Information Technology,B.Tech,8,8.96,0,77.9,96.0,92.6,85.3,59.9,55.6,22.1,50.3,98.2,68.4,82.0,63.8,77.2,2,20.0,1,1,1,3,89,90.0,1
STU2193,22,Male,Electronics,B.Tech,8,6.89,4,81.9,64.1,61.9,66.8,28.6,75.1,52.5,71.5,66.4,76.4,71.9,69.2,63.4,2,54.0,0,0,0,1,169,52.4,0
STU2194,20,Female,Electronics,B.Tech,8,7.35,0,71.2,53.9,52.7,51.8,61.4,27.9,67.7,67.6,48.7,91.2,67.5,96.6,68.0,2,53.8,0,1,2,0,221,60.9,1
STU2195,22,Male,Computer Science,B.Tech,8,6.01,0,91.8,50.0,43.8,50.9,74.3,71.4,41.7,70.4,46.9,69.2,55.9,60.2,68.9,3,46.3,1,1,1,0,39,78.4,1
STU2196,24,Female,Computer Science,B.Tech,8,,4,65.0,38.4,38.6,55.3,61.5,56.8,32.4,72.6,41.7,57.2,65.4,53.2,56.3,2,41.7,1,0,0,1,37,61.0,0
STU2197,23,Male,Computer Science,B.Tech,8,7.31,0,87.1,70.3,65.8,77.5,57.7,73.5,49.0,68.8,67.2,65.4,57.5,56.1,59.0,4,71.2,0,1,1,0,14,83.7,1
STU2198,22,Female,Information Technology,B.Tech,8,8.41,0,78.9,60.4,75.8,55.7,69.9,47.2,51.0,76.5,64.5,54.3,53.0,82.0,59.5,2,42.6,1,1,1,1,143,97.1,1
STU2199,20,Female,Electronics,B.Tech,8,6.92,0,70.9,53.4,56.5,51.0,71.1,31.0,37.5,69.4,49.5,74.5,49.9,65.5,62.7,2,62.1,1,0,0,2,31,60.6,1
STU2200,22,Female,Electrical,B.Tech,8,6.94,0,83.9,57.6,44.7,50.7,37.1,33.1,85.5,39.9,55.4,82.8,76.0,70.3,58.5,0,20.0,1,1,2,0,39,48.5,0
STU2201,20,Female,Computer Science,B.Tech,8,6.75,2,67.2,50.9,50.6,61.2,63.3,31.7,44.3,43.5,55.3,68.5,64.2,80.4,58.4,2,45.7,3,1,1,0,254,80.7,0
STU2202,20,Male,Computer Science,B.Tech,8,6.61,0,82.4,50.7,47.8,51.0,98.0,63.6,33.5,95.0,48.2,50.5,69.4,70.3,61.1,4,91.2,0,0,0,3,184,70.1,1
STU2203,21,Male,Civil,B.Tech,8,7.52,0,68.5,71.5,78.6,76.7,42.0,81.6,50.5,68.0,78.9,82.3,67.1,74.2,79.2,2,55.0,1,1,1,0,5,82.2,1
STU2204,21,Female,Computer Science,B.Tech,8,5.55,0,86.4,49.2,42.6,53.1,60.7,44.8,66.5,81.3,31.1,48.7,71.2,77.9,54.0,1,20.0,0,0,0,0,1,45.8,0
STU2205,22,Female,Information Technology,B.Tech,8,8.61,0,73.2,65.0,69.6,71.5,91.1,66.3,52.3,63.2,73.9,51.4,61.4,67.3,67.7,2,43.8,0,1,2,0,149,76.7,1
STU2206,22,Male,Information Technology,B.Tech,8,6.47,0,77.7,61.5,55.4,52.9,78.6,27.6,59.8,67.2,57.7,67.9,58.3,70.2,79.3,0,23.2,3,1,2,0,48,56.9,1
STU2207,21,Male,Information Technology,B.Tech,8,7.99,0,84.8,68.6,67.4,79.9,54.3,58.2,38.1,61.7,68.7,73.0,53.6,74.7,65.6,2,40.7,1,1,1,0,122,81.6,1
STU2208,21,Male,Computer Science,B.Tech,8,5.8,0,74.7,32.3,44.9,21.8,65.1,67.0,75.8,98.0,37.0,75.1,45.2,81.5,75.8,2,70.3,2,0,0,0,16,58.5,0
STU2209,24,Male,Computer Science,B.Tech,8,7.94,0,81.4,83.3,79.4,95.1,62.0,28.9,61.0,71.5,88.3,69.2,49.3,63.3,75.3,2,51.1,1,1,2,0,197,82.8,1
STU2210,21,Female,Computer Science,B.Tech,8,7.94,2,67.6,81.0,64.8,81.8,50.8,51.3,68.8,60.5,67.6,91.1,59.9,38.8,74.9,3,57.5,2,0,0,1,169,78.7,1
STU2211,21,Male,Information Technology,B.Tech,8,7.62,0,88.0,59.6,73.2,63.1,60.9,67.9,57.8,44.9,73.8,70.8,42.6,79.5,67.7,3,53.8,3,0,0,0,253,87.4,1
STU2212,21,Male,Information Technology,B.Tech,8,6.11,0,98.0,61.3,68.1,76.4,57.8,10.0,65.2,95.6,66.7,82.4,45.6,82.2,84.9,2,59.3,2,1,2,0,40,69.8,1
STU2213,22,Male,Computer Science,B.Tech,8,7.47,0,98.0,75.0,81.8,80.7,63.7,79.0,38.0,65.7,81.5,79.4,79.6,74.2,73.2,2,43.5,0,1,3,2,31,64.5,1
STU2214,22,Male,Electronics,B.Tech,8,5.9,0,82.9,48.5,52.5,52.5,50.8,61.4,44.1,78.4,48.9,54.5,68.1,75.0,69.0,3,68.8,2,1,2,1,19,77.0,1
STU2215,21,Male,Electrical,B.Tech,8,6.92,1,89.5,58.1,62.8,67.3,42.9,67.9,73.5,80.0,53.9,68.0,58.7,65.8,71.2,3,53.5,1,0,0,0,303,60.8,1
STU2216,20,Female,Computer Science,B.Tech,8,8.33,3,65.1,65.8,75.0,91.4,61.4,47.6,77.0,61.5,75.1,95.5,95.0,77.5,76.8,1,35.7,1,0,0,2,15,55.7,1
STU2217,22,Female,Information Technology,B.Tech,8,8.08,0,96.3,68.7,65.8,81.3,87.7,24.0,33.6,77.4,68.8,63.9,41.9,81.4,83.2,2,43.6,2,1,1,0,12,96.9,1
STU2218,22,Female,Electronics,B.Tech,8,7.22,1,89.4,64.4,61.8,68.4,63.2,64.6,56.0,59.5,69.9,61.9,78.7,72.6,60.5,2,46.8,4,1,2,0,21,91.1,1
STU2219,21,Male,Computer Science,B.Tech,8,6.13,0,77.4,47.3,41.4,49.3,57.0,53.5,45.1,54.1,43.4,72.0,63.4,98.0,59.0,1,27.0,0,0,0,2,115,65.3,0
STU2220,23,Female,Computer Science,B.Tech,8,7.91,0,93.8,67.9,62.1,74.0,73.3,55.6,40.8,84.3,62.9,64.4,76.0,54.8,70.7,0,30.3,2,1,2,0,132,74.6,1
STU2221,21,Female,Electronics,B.Tech,8,7.22,0,79.6,64.5,55.4,62.3,59.6,74.6,56.6,65.8,66.9,60.5,66.5,73.8,59.8,1,30.1,0,0,0,2,130,44.5,0
STU2222,21,Female,Mechanical,B.Tech,8,4.65,0,77.6,44.2,48.3,51.0,90.0,68.7,70.3,75.3,55.8,64.2,38.8,59.1,65.5,3,63.6,1,0,0,2,94,51.1,0
STU2223,23,Male,Electrical,B.Tech,8,8.06,0,86.5,54.1,39.0,62.9,61.9,89.6,59.2,73.8,46.6,87.2,66.3,81.7,63.7,2,49.0,3,1,2,0,450,97.4,1
STU2224,21,Male,Information Technology,B.Tech,8,7.17,2,71.9,58.9,48.6,47.4,72.5,57.8,46.9,76.9,50.0,68.4,69.7,54.6,68.6,2,66.1,1,0,0,0,7,53.6,0
STU2225,22,Male,Electronics,B.Tech,8,8.52,0,91.7,75.2,45.1,71.7,50.7,42.6,60.2,46.2,64.2,54.1,34.3,57.3,38.5,2,58.9,0,1,1,0,194,83.5,1
STU2226,21,Male,Information Technology,B.Tech,8,6.0,2,72.0,42.8,40.9,44.9,69.5,51.6,46.2,59.8,40.6,51.9,92.2,65.0,43.2,3,72.9,1,0,0,0,64,60.1,0
STU2227,21,Male,Electronics,B.Tech,8,4.5,1,72.0,43.7,41.2,50.9,66.1,62.5,58.6,63.5,45.4,96.5,69.4,74.9,81.0,2,34.2,2,0,0,2,58,48.6,0
STU2228,24,Male,Information Technology,B.Tech,8,7.51,0,73.4,51.3,62.2,50.7,61.2,73.3,74.3,56.4,55.5,67.3,74.4,65.4,55.0,2,43.4,1,1,1,0,13,90.1,1
STU2229,21,Male,Computer Science,B.Tech,8,7.52,0,89.2,76.9,61.8,64.3,54.5,28.6,18.8,74.0,77.2,75.2,48.7,65.6,59.1,0,31.9,0,1,1,0,2,60.4,1
STU2230,22,Female,Electronics,B.Tech,8,5.34,0,76.1,50.4,45.2,62.0,52.4,55.2,64.8,84.6,44.3,60.7,74.7,70.0,55.8,2,38.3,1,1,1,1,37,63.7,0
STU2231,21,Male,Information Technology,B.Tech,8,6.12,4,69.2,59.7,55.1,52.2,66.2,84.0,27.4,86.8,59.8,73.9,80.3,69.3,82.6,2,50.8,3,1,1,0,18,80.8,1
STU2232,21,Male,Information Technology,B.Tech,8,9.9,0,76.2,80.2,86.0,87.7,71.4,50.7,71.7,63.3,80.7,87.5,68.5,88.4,69.0,2,39.3,2,1,1,0,63,88.5,1
STU2233,20,Female,Mechanical,B.Tech,8,6.86,0,81.7,51.3,55.5,61.8,60.1,71.8,41.8,72.1,52.0,62.2,64.9,79.5,57.4,2,40.4,2,1,2,0,15,98.0,0
STU2234,22,Female,Computer Science,B.Tech,8,8.0,0,70.8,65.9,59.6,78.6,66.3,63.9,32.5,74.2,60.7,75.5,52.5,68.4,61.6,2,66.8,2,1,1,2,14,93.5,1
STU2235,21,Female,Computer Science,B.Tech,8,6.48,0,71.1,48.2,44.3,47.4,61.4,72.2,63.1,76.7,49.9,53.1,62.0,95.1,55.9,2,57.2,0,1,1,0,201,66.2,0
STU2236,22,Other,Computer Science,B.Tech,8,4.9,0,98.0,45.4,39.2,52.1,63.5,40.4,57.8,55.7,46.9,94.3,57.8,77.4,63.6,2,59.8,1,0,0,0,244,49.8,0
STU2237,21,Female,Electrical,B.Tech,8,7.01,0,73.8,43.0,45.5,60.8,59.0,40.5,36.0,93.5,47.0,73.2,73.0,61.3,68.1,0,27.8,1,1,1,0,200,50.9,0
STU2238,23,Female,Electronics,B.Tech,8,6.91,0,78.9,50.9,54.4,63.4,62.3,55.4,32.0,81.0,52.1,65.0,53.1,74.8,77.8,2,48.6,0,0,0,1,110,58.7,1
STU2239,21,Male,Computer Science,B.Tech,8,6.76,0,78.5,66.8,68.6,63.3,98.0,27.4,49.0,81.3,68.4,66.4,72.9,77.9,64.3,4,73.1,0,0,0,0,195,61.1,1
STU2240,22,Male,Electronics,B.Tech,8,7.07,0,78.0,71.7,65.1,72.5,66.7,50.1,32.7,84.8,72.9,63.9,53.3,64.4,69.9,3,61.0,2,1,3,0,206,87.0,1
STU2241,22,Male,Information Technology,B.Tech,8,7.49,0,87.9,81.3,54.7,82.2,71.7,59.6,35.0,75.5,72.6,64.5,61.3,60.4,66.9,5,93.1,0,1,1,0,161,74.2,1
STU2242,22,Male,Electrical,B.Tech,8,7.03,0,91.0,59.8,56.5,65.7,68.6,87.1,53.8,53.6,44.7,40.6,73.6,73.0,43.4,1,52.8,1,1,2,1,31,71.9,0
STU2243,22,Male,Information Technology,B.Tech,8,5.81,0,79.1,61.8,49.1,48.0,58.1,62.2,36.5,66.1,54.1,68.8,55.1,68.0,65.0,1,21.6,1,1,1,0,13,80.8,1
STU2244,22,Female,Information Technology,B.Tech,8,7.73,0,70.3,57.5,51.7,51.0,81.4,66.3,58.8,44.9,53.5,68.3,74.1,88.3,53.9,2,44.5,0,1,1,2,26,76.4,1
STU2245,22,Female,Civil,B.Tech,8,5.06,0,94.1,47.9,46.0,64.7,57.6,76.0,75.8,73.8,50.3,75.9,72.7,80.2,68.5,1,25.9,1,1,1,0,143,58.0,1
STU2246,20,Female,Computer Science,B.Tech,8,4.94,0,81.1,50.7,41.9,39.5,77.8,37.6,49.6,65.6,46.0,63.7,61.2,65.0,57.1,0,30.6,2,0,0,1,71,47.6,0
STU2247,20,Male,Computer Science,B.Tech,8,8.01,0,98.0,53.7,49.2,67.0,57.0,52.0,54.1,67.4,55.0,60.7,81.3,76.7,47.0,2,68.5,0,0,0,1,58,61.5,1
STU2248,23,Female,Information Technology,B.Tech,8,7.76,0,60.7,62.5,67.8,68.6,47.6,98.0,84.3,84.9,59.8,69.9,66.1,85.9,81.6,1,38.1,0,1,1,2,2,88.6,1
STU2249,22,Female,Civil,B.Tech,8,7.14,0,83.9,67.2,48.4,55.3,67.5,53.6,33.0,61.6,59.1,50.7,80.4,56.7,65.7,1,38.9,2,0,0,1,24,58.9,0
STU2250,22,Male,Information Technology,B.Tech,8,5.67,0,98.0,64.6,53.7,59.0,45.4,75.1,71.1,64.5,63.7,71.7,90.1,60.7,63.1,5,95.9,1,0,0,0,196,62.1,1
STU2251,21,Female,Computer Science,B.Tech,8,6.42,1,78.6,55.1,66.4,57.4,70.0,72.3,69.1,68.3,53.4,47.7,61.6,71.9,54.1,1,39.4,2,0,0,2,56,58.9,0
STU2252,20,Male,Computer Science,B.Tech,8,6.91,1,79.9,62.9,45.0,76.2,44.1,28.4,65.7,42.2,66.5,83.4,74.0,72.4,68.6,1,42.7,0,0,0,2,45,54.2,0
STU2253,20,Male,Information Technology,B.Tech,8,5.44,1,84.8,55.7,53.2,55.2,57.2,60.6,72.7,64.3,60.4,78.2,56.1,71.4,77.9,1,39.3,2,1,2,4,29,74.3,1
STU2254,22,Female,Computer Science,B.Tech,8,6.39,0,76.7,45.5,33.9,68.0,40.5,57.6,56.5,33.2,39.7,58.9,50.5,68.6,42.7,3,70.0,1,1,1,0,106,85.6,0
STU2255,21,Male,Electronics,B.Tech,8,7.92,0,79.0,77.6,69.8,79.8,98.0,60.9,42.7,59.8,69.6,77.9,62.3,68.4,68.7,3,72.8,2,1,1,1,387,98.0,1
STU2256,21,Male,Civil,B.Tech,8,8.77,0,78.8,76.2,75.2,70.5,37.2,41.4,69.5,80.0,74.8,71.3,45.9,76.2,74.6,1,20.0,0,1,1,0,180,70.3,1
STU2257,21,Female,Information Technology,B.Tech,8,6.74,0,76.0,71.1,73.7,80.0,62.1,34.9,70.1,74.3,72.8,57.9,51.9,84.5,57.5,1,35.0,0,1,1,1,2,61.5,1
STU2258,20,Female,Information Technology,B.Tech,8,8.03,0,93.7,61.4,61.4,70.4,79.1,46.4,69.7,59.7,63.6,45.7,73.3,66.7,52.9,3,68.1,2,0,0,4,75,60.3,1
STU2259,21,Male,Information Technology,B.Tech,8,5.09,0,86.4,44.1,42.6,41.6,77.5,53.2,52.7,68.6,50.9,73.8,57.8,98.0,73.2,1,39.2,0,0,0,1,31,50.7,0
STU2260,21,Male,Computer Science,B.Tech,8,7.93,1,84.4,73.7,95.4,84.7,74.8,76.3,40.5,53.0,82.2,60.5,74.9,93.6,67.7,5,93.3,0,1,3,1,107,84.6,1
STU2261,22,Male,Mechanical,B.Tech,8,6.32,0,89.7,45.5,60.1,48.4,57.2,87.7,55.1,68.0,55.6,83.1,69.2,86.6,65.4,2,51.6,1,0,0,0,89,66.4,1
STU2262,21,Female,Information Technology,B.Tech,8,7.54,0,79.5,70.8,71.2,73.3,82.3,80.1,67.1,98.0,64.5,70.2,90.9,78.8,81.8,1,27.8,1,1,3,0,17,70.2,1
STU2263,21,Male,Information Technology,B.Tech,8,6.93,0,74.6,66.5,53.9,75.1,75.7,70.5,68.4,93.8,58.1,61.6,72.3,94.1,64.9,4,62.3,2,1,1,0,201,98.0,1
STU2264,20,Male,Electronics,B.Tech,8,8.65,0,76.3,65.8,67.4,73.5,65.2,36.9,45.1,68.7,68.5,91.6,80.6,68.8,77.1,2,59.8,2,1,1,0,62,76.1,1
